Date,Branch,Product,Quantity,UnitPrice,Total
2025-06-18,South,Whole Grain Syrup,6,239.01,1434.06
2025-09-12,North,Natural Bread,5,84.91,424.55
2025-09-10,East,Organic Apples,10,418.18,4181.8
2024-10-11,Central,Premium Corn,10,485.52,4855.2
2025-01-13,South,Healthy Cheese,2,297.51,595.02
2025-01-07,South,Light Cashews,4,476.06,1904.24
2025-04-21,North,Imported Cinnamon,7,401.3,2809.1
2025-03-12,South,Extra Virgin Juice,4,68.11,272.44
2025-10-11,West,Fresh Oats,8,395.75,3166.0
2025-03-27,West,Premium Juice,10,178.8,1788.0
2025-03-28,East,Organic Oats,7,53.0,371.0
2025-01-05,South,Flavored Eggs,8,276.69,2213.52
2025-03-25,South,Local Granola Bar,10,86.99,869.9
2025-04-10,West,Classic Canned Tuna,6,396.67,2380.02
2025-09-01,South,Local Corn,7,169.32,1185.24
2025-01-01,South,Premium Apples,1,225.79,225.79
2025-06-30,West,Gluten-Free Almonds,3,424.89,1274.67
2024-11-12,East,Organic Juice,3,394.29,1182.87
2025-04-10,West,Whole Grain Coffee,3,471.46,1414.38
2025-01-26,East,Local Dried Mango,5,331.72,1658.6
2024-11-13,Central,Low-Fat Beef Jerky,5,164.28,821.4
2025-04-26,Central,Flavored Milk,6,415.65,2493.9
2024-12-13,Central,Extra Virgin Candy,2,312.91,625.82
2025-05-24,South,Classic Syrup,8,476.76,3814.08
2024-12-16,Central,Gluten-Free Almonds,3,250.9,752.7
2025-04-27,South,Imported Ice Cream,9,286.61,2579.49
2024-11-06,North,Local Crisps,10,147.4,1474.0
2025-04-11,South,Whole Grain Cashews,10,293.54,2935.4
2025-02-16,East,Roasted Pepper,9,112.78,1015.02
2025-05-29,North,Fresh Granola,2,256.27,512.54
2025-08-05,South,Flavored Paprika,9,403.25,3629.25
2025-06-07,East,Natural Eggs,7,198.94,1392.58
2025-04-14,North,Local Beef Jerky,7,211.64,1481.48
2025-10-11,Central,Premium Canned Beans,1,146.97,146.97
2025-05-02,East,Gluten-Free Cinnamon,5,91.31,456.55
2025-10-10,East,Flavored Oats,2,176.01,352.02
2025-02-03,North,Gluten-Free Tea,3,307.66,922.98
2025-01-23,North,Classic Cumin,9,84.73,762.57
2025-03-19,North,Healthy Honey,2,437.01,874.02
2025-07-19,North,Gluten-Free Cereal,8,154.71,1237.68
2025-06-26,North,Whole Grain Bananas,2,116.23,232.46
2025-06-11,Central,Imported Energy Drink,4,57.37,229.48
2025-07-01,Central,Low-Fat Bananas,8,289.2,2313.6
2025-01-17,North,Premium Beef Jerky,10,241.38,2413.8
2024-10-23,West,Premium Pepper,4,178.77,715.08
2025-03-08,North,Flavored Beef Jerky,8,439.77,3518.16
2025-03-08,West,Imported Rice,6,288.19,1729.14
2025-04-05,North,Fresh Coffee,7,326.59,2286.13
2025-03-07,West,Extra Virgin Chocolate,10,489.22,4892.2
2025-06-10,South,Extra Virgin Canned Tuna,1,322.13,322.13
2025-04-14,South,Flavored Dates,5,408.29,2041.45
2025-01-25,Central,Premium Soda,10,149.12,1491.2
2025-09-05,Central,Roasted Coffee,6,425.59,2553.54
2025-07-18,North,Flavored Jam,1,207.71,207.71
2025-02-12,Central,Healthy Crackers,5,105.69,528.45
2025-04-17,South,Classic Lentils,2,384.01,768.02
2025-02-18,South,Low-Fat Coffee,9,441.93,3977.37
2025-02-16,West,Low-Fat Frozen Pizza,3,499.89,1499.67
2025-04-05,South,Flavored Candy,10,462.65,4626.5
2024-12-01,North,Healthy Juice,6,452.95,2717.7
2025-09-09,East,Premium Popcorn,7,150.11,1050.77
2025-03-31,North,Flavored Crisps,6,355.93,2135.58
2025-07-02,North,Imported Granola Bar,8,188.61,1508.88
2025-09-06,South,Flavored Corn,2,433.53,867.06
2025-04-07,West,Roasted Dates,1,82.17,82.17
2024-11-21,North,Low-Fat Granola Bar,10,389.7,3897.0
2025-02-14,North,Imported Milk,7,410.92,2876.44
2025-04-14,South,Flavored Beef Jerky,4,131.38,525.52
2025-03-31,West,Imported Rice,1,133.84,133.84
2024-10-27,South,Gluten-Free Honey,10,197.57,1975.7
2025-01-14,North,Natural Pepper,8,325.4,2603.2
2025-09-22,West,Imported Paprika,6,90.5,543.0
2025-08-03,South,Premium Vanilla Extract,2,264.62,529.24
2025-04-11,East,Gluten-Free Jam,5,177.52,887.6
2025-03-16,East,Classic Granola Bar,8,478.02,3824.16
2025-09-30,East,Roasted Coffee,7,400.47,2803.29
2025-05-29,East,Classic Popcorn,9,449.22,4042.98
2025-01-06,North,Flavored Popcorn,1,314.03,314.03
2024-12-12,North,Healthy Tofu,7,369.03,2583.21
2025-09-19,North,Whole Grain Cereal Bar,3,331.37,994.11
2025-10-09,North,Organic Eggs,2,379.71,759.42
2025-06-12,West,Light Tea,3,154.88,464.64
2025-04-28,West,Extra Virgin Coconut Water,2,103.9,207.8
2025-09-22,West,Imported Chocolate,1,461.68,461.68
2025-07-26,Central,Gluten-Free Paprika,7,487.81,3414.67
2025-04-25,North,Premium Energy Drink,2,190.72,381.44
2025-10-12,South,Extra Virgin Almonds,1,153.97,153.97
2025-10-14,West,Flavored Cheese,9,248.4,2235.6
2024-12-07,North,Whole Grain Canned Beans,6,259.98,1559.88
2025-02-18,West,Roasted Jam,3,157.3,471.9
2025-10-04,North,Flavored Cashews,10,233.03,2330.3
2024-11-26,East,Roasted Eggs,9,278.96,2510.64
2025-05-24,East,Low-Fat Soda,4,114.75,459.0
2025-03-29,West,Roasted Honey,4,487.52,1950.08
2025-02-18,East,Natural Canned Beans,4,482.31,1929.24
2025-03-04,East,Fresh Cereal Bar,9,465.56,4190.04
2024-11-02,Central,Low-Fat Cinnamon,10,374.76,3747.6
2025-02-05,Central,Fresh Paprika,4,285.25,1141.0
2025-02-18,South,Local Energy Drink,2,76.53,153.06
2025-05-12,West,Classic Honey,4,179.31,717.24
2025-09-01,West,Extra Virgin Dried Mango,4,132.34,529.36
2025-09-08,West,Flavored Candy,2,370.2,740.4
2025-02-28,North,Premium Tea,10,401.04,4010.4
2025-06-13,North,Fresh Tea,9,396.24,3566.16
2025-09-15,South,Premium Honey,2,414.87,829.74
2025-07-09,West,Low-Fat Granola,10,295.57,2955.7
2024-10-24,West,Gluten-Free Canned Tuna,5,327.39,1636.95
2025-06-28,South,Extra Virgin Tea,8,461.45,3691.6
2025-09-16,South,Gluten-Free Cumin,3,292.17,876.51
2025-05-14,West,Local Oats,8,401.49,3211.92
2025-02-01,South,Organic Butter,10,78.25,782.5
2025-06-04,North,Organic Bread,4,223.75,895.0
2025-04-23,East,Natural Turmeric,4,484.39,1937.56
2025-01-22,West,Classic Wheat Flour,1,320.66,320.66
2025-06-17,East,Whole Grain Corn,6,485.83,2914.98
2025-01-04,West,Low-Fat Corn,9,338.04,3042.36
2025-09-22,South,Local Canned Beans,4,53.82,215.28
2025-05-21,Central,Organic Tea,6,251.6,1509.6
2025-08-13,North,Extra Virgin Jam,3,81.03,243.09
2025-05-14,West,Extra Virgin Popcorn,2,73.78,147.56
2025-07-26,South,Organic Soda,3,207.09,621.27
2025-05-24,North,Local Tea,3,337.16,1011.48
2025-07-23,South,Healthy Popcorn,7,472.32,3306.24
2024-12-06,East,Classic Coconut Water,10,296.01,2960.1
2025-09-17,South,Flavored Dried Mango,2,65.2,130.4
2025-08-31,East,Light Pasta,9,263.91,2375.19
2025-06-29,Central,Fresh Cereal,3,63.35,190.05
2025-07-04,Central,Flavored Vanilla Extract,3,84.78,254.34
2025-06-28,East,Organic Yogurt,4,403.34,1613.36
2025-09-20,North,Classic Honey,2,244.14,488.28
2025-02-11,East,Premium Apples,10,310.05,3100.5
2024-11-06,Central,Organic Energy Drink,2,397.89,795.78
2025-06-12,South,Fresh Turmeric,2,468.81,937.62
2025-09-24,North,Organic Lentils,2,424.56,849.12
2024-11-30,South,Flavored Raisins,5,97.06,485.3
2025-03-07,South,Local Coconut Water,8,368.09,2944.72
2025-09-03,West,Natural Candy,9,479.44,4314.96
2024-12-26,East,Classic Coffee,6,366.08,2196.48
2024-12-31,West,Premium Energy Drink,1,64.62,64.62
2025-02-14,South,Roasted Oats,9,452.77,4074.93
2025-02-03,South,Imported Chocolate,2,132.16,264.32
2024-10-30,West,Fresh Noodles,4,222.74,890.96
2024-11-12,Central,Whole Grain Chips,8,483.71,3869.68
2025-07-21,North,Organic Jam,6,272.87,1637.22
2025-01-01,Central,Extra Virgin Tea,4,192.84,771.36
2025-07-03,South,Classic Noodles,9,79.26,713.34
2025-01-25,West,Healthy Crisps,3,305.51,916.53
2025-09-23,West,Fresh Rice Cakes,5,115.73,578.65
2025-07-18,North,Roasted Cumin,7,495.94,3471.58
2025-07-18,East,Whole Grain Frozen Pizza,4,61.14,244.56
2025-09-14,East,Natural Cereal Bar,6,58.75,352.5
2024-10-25,East,Local Apples,5,398.28,1991.4
2024-11-01,Central,Organic Bread,6,482.94,2897.64
2024-10-11,East,Whole Grain Raisins,8,79.36,634.88
2024-12-01,East,Premium Pasta,6,344.32,2065.92
2025-07-05,North,Gluten-Free Dried Mango,5,184.73,923.65
2025-01-20,South,Organic Chocolate,2,317.07,634.14
2025-09-28,West,Natural Canned Tuna,4,99.29,397.16
2025-09-06,Central,Organic Dried Mango,5,256.34,1281.7
2025-09-16,East,Premium Granola,2,458.69,917.38
2024-11-09,South,Fresh Tea,10,335.55,3355.5
2025-09-13,South,Whole Grain Crisps,8,82.69,661.52
2025-05-22,West,Organic Honey,1,466.07,466.07
2025-06-09,North,Classic Pepper,3,341.91,1025.73
2024-11-30,North,Fresh Honey,8,127.56,1020.48
2025-02-04,South,Organic Chips,4,51.24,204.96
2025-03-25,East,Classic Jam,1,491.15,491.15
2025-05-12,West,Fresh Coffee,9,319.61,2876.49
2025-07-20,East,Fresh Cashews,2,393.17,786.34
2024-10-22,East,Classic Water,7,273.83,1916.81
2025-04-25,Central,Imported Frozen Pizza,9,190.18,1711.62
2025-08-23,South,Local Water,10,83.41,834.1
2025-05-19,Central,Natural Oats,7,237.23,1660.61
2025-06-18,East,Whole Grain Butter,8,233.38,1867.04
2025-07-22,North,Gluten-Free Paprika,3,417.19,1251.57
2025-09-19,North,Low-Fat Oats,3,483.49,1450.47
2025-10-06,Central,Low-Fat Corn,1,407.26,407.26
2024-12-02,West,Roasted Paprika,7,451.47,3160.29
2025-06-06,East,Fresh Pasta,3,84.4,253.2
2025-09-26,South,Low-Fat Chips,4,82.23,328.92
2025-09-24,East,Local Cooking Oil,9,251.59,2264.31
2025-01-06,East,Healthy Butter,8,76.11,608.88
2025-08-01,North,Natural Oats,1,74.88,74.88
2025-02-11,Central,Whole Grain Corn,1,243.02,243.02
2025-05-14,Central,Low-Fat Noodles,9,126.19,1135.71
2025-01-16,South,Roasted Honey,9,436.05,3924.45
2025-08-19,North,Roasted Wheat Flour,9,329.76,2967.84
2025-10-04,Central,Whole Grain Milk,3,288.79,866.37
2025-10-05,Central,Organic Bananas,8,208.3,1666.4
2025-01-01,South,Imported Dried Mango,7,130.27,911.89
2025-04-28,North,Fresh Canned Beans,8,156.82,1254.56
2025-03-14,West,Natural Tofu,8,352.02,2816.16
2024-10-07,Central,Light Popcorn,8,298.44,2387.52
2025-09-16,West,Imported Paprika,3,212.24,636.72
2025-02-25,North,Light Milk,3,311.47,934.41
2025-05-12,West,Roasted Pasta,3,308.37,925.11
2024-12-03,North,Flavored Dates,5,232.95,1164.75
2025-02-04,North,Natural Water,5,277.01,1385.05
2024-12-16,East,Natural Pepper,7,68.77,481.39
2025-02-05,North,Local Syrup,5,131.27,656.35
2025-04-25,North,Roasted Almonds,9,191.04,1719.36
2025-02-06,Central,Premium Candy,10,349.16,3491.6
2025-04-29,Central,Low-Fat Frozen Pizza,6,66.99,401.94
2025-01-17,West,Gluten-Free Cumin,2,343.6,687.2
2025-06-09,West,Imported Tea,6,294.68,1768.08
2024-10-11,North,Classic Rice Cakes,2,346.52,693.04
2024-10-21,South,Premium Granola,7,384.33,2690.31
2024-10-26,South,Light Pepper,10,310.07,3100.7
2025-04-15,East,Natural Syrup,5,457.56,2287.8
2025-05-11,Central,Premium Energy Drink,3,92.6,277.8
2024-11-29,East,Low-Fat Cheese,10,466.03,4660.3
2025-03-06,South,Roasted Corn,3,214.78,644.34
2025-07-20,South,Organic Rice Cakes,7,190.63,1334.41
2025-10-03,North,Roasted Rice Cakes,10,494.79,4947.9
2025-07-18,West,Local Lentils,4,317.44,1269.76
2025-05-05,South,Premium Almonds,1,135.62,135.62
2025-06-24,Central,Whole Grain Canned Beans,8,215.3,1722.4
2025-07-01,East,Light Frozen Pizza,10,189.02,1890.2
2024-12-19,North,Premium Paprika,5,333.58,1667.9
2024-12-07,West,Gluten-Free Bananas,7,261.18,1828.26
2025-01-02,South,Organic Lentils,2,470.35,940.7
2024-11-26,South,Flavored Chocolate,7,81.71,571.97
2024-11-18,West,Flavored Dried Mango,2,310.92,621.84
2024-12-07,Central,Flavored Granola Bar,8,376.63,3013.04
2025-02-09,North,Local Milk,3,351.32,1053.96
2025-08-14,West,Low-Fat Cereal Bar,8,238.29,1906.32
2025-08-24,East,Flavored Cheese,4,485.55,1942.2
2024-12-05,East,Gluten-Free Granola,3,307.52,922.56
2025-04-19,East,Classic Crackers,7,215.32,1507.24
2024-12-02,North,Natural Vanilla Extract,7,290.58,2034.06
2025-05-24,South,Organic Dried Mango,10,455.94,4559.4
2025-05-24,East,Healthy Popcorn,9,332.14,2989.26
2025-03-09,East,Premium Raisins,1,477.06,477.06
2024-12-09,East,Flavored Chocolate,6,163.88,983.28
2025-04-06,North,Premium Coffee,10,356.37,3563.7
2025-04-30,East,Premium Chocolate,6,423.49,2540.94
2025-09-22,West,Natural Granola,8,143.38,1147.04
2024-10-09,East,Imported Rice,1,332.89,332.89
2024-11-08,West,Extra Virgin Candy,6,55.55,333.3
2025-08-04,South,Local Cinnamon,1,413.86,413.86
2025-02-16,South,Gluten-Free Paprika,4,150.69,602.76
2025-09-24,Central,Fresh Frozen Pizza,9,75.37,678.33
2024-11-17,East,Roasted Yogurt,10,444.69,4446.9
2025-01-19,Central,Premium Paprika,9,326.31,2936.79
2025-01-01,West,Local Pepper,1,226.01,226.01
2025-09-05,North,Light Bananas,7,363.99,2547.93
2024-10-17,West,Natural Juice,6,465.6,2793.6
2024-10-29,Central,Imported Chocolate,1,222.45,222.45
2025-04-23,West,Light Rice,10,480.86,4808.6
2025-08-21,South,Natural Dried Mango,4,427.88,1711.52
2024-11-11,West,Light Granola,9,419.5,3775.5
2025-09-21,South,Whole Grain Rice Cakes,5,119.58,597.9
2025-06-01,South,Local Noodles,1,494.31,494.31
2025-09-12,Central,Roasted Pasta,4,233.46,933.84
2025-02-11,Central,Fresh Granola,8,350.46,2803.68
2025-04-16,West,Healthy Cereal,5,480.37,2401.85
2025-02-21,West,Local Granola,10,205.83,2058.3
2025-06-07,South,Natural Cheese,9,347.55,3127.95
2025-06-19,East,Whole Grain Canned Beans,4,227.31,909.24
2025-06-22,North,Imported Frozen Pizza,4,88.17,352.68
2024-11-13,South,Classic Cashews,10,229.77,2297.7
2024-10-28,South,Organic Frozen Pizza,5,431.21,2156.05
2024-11-19,North,Fresh Tofu,4,383.12,1532.48
2025-07-21,East,Extra Virgin Tofu,2,360.27,720.54
2024-12-22,East,Classic Cooking Oil,6,380.01,2280.06
2025-09-13,North,Healthy Cereal,3,441.79,1325.37
2025-09-17,Central,Natural Cinnamon,7,443.52,3104.64
2024-12-14,East,Healthy Rice Cakes,3,125.13,375.39
2025-04-18,North,Flavored Almonds,10,63.1,631.0
2025-03-27,East,Light Honey,2,186.2,372.4
2024-11-04,North,Imported Tofu,1,461.89,461.89
2025-04-14,North,Roasted Granola Bar,3,362.24,1086.72
2024-12-19,Central,Light Rice Cakes,10,199.82,1998.2
2025-09-03,East,Fresh Candy,5,157.61,788.05
2025-02-01,West,Healthy Coffee,2,447.71,895.42
2024-12-13,Central,Whole Grain Energy Drink,9,156.14,1405.26
2025-06-11,South,Healthy Granola,2,353.01,706.02
2025-05-21,North,Roasted Oats,3,75.81,227.43
2024-11-02,East,Roasted Dates,9,251.9,2267.1
2024-10-22,West,Gluten-Free Apples,9,74.07,666.63
2025-02-19,East,Healthy Tea,7,275.29,1927.03
2025-09-23,East,Whole Grain Cumin,10,128.03,1280.3
2025-05-28,Central,Low-Fat Cereal,8,402.28,3218.24
2025-05-02,West,Low-Fat Canned Beans,4,318.73,1274.92
2025-01-11,East,Imported Cheese,6,224.9,1349.4
2025-05-07,West,Roasted Soda,3,435.52,1306.56
2025-07-08,South,Gluten-Free Soda,2,421.73,843.46
2024-11-05,West,Extra Virgin Apples,10,302.93,3029.3
2025-01-01,West,Classic Pasta,6,464.22,2785.32
2025-06-14,East,Imported Rice,5,73.21,366.05
2025-05-22,South,Gluten-Free Chips,1,483.12,483.12
2024-10-08,Central,Light Yogurt,10,74.46,744.6
2024-12-18,Central,Gluten-Free Cumin,9,104.52,940.68
2024-10-10,Central,Flavored Pepper,8,275.8,2206.4
2025-07-27,East,Premium Pepper,1,72.34,72.34
2025-04-01,West,Gluten-Free Tea,3,78.44,235.32
2025-06-27,East,Extra Virgin Granola,9,422.76,3804.84
2024-11-10,West,Organic Milk,6,64.42,386.52
2024-10-30,Central,Gluten-Free Cheese,3,395.87,1187.61
2025-09-02,West,Whole Grain Popcorn,1,276.61,276.61
2025-03-08,West,Gluten-Free Candy,2,308.71,617.42
2025-01-01,Central,Fresh Raisins,3,197.84,593.52
2025-06-01,North,Gluten-Free Yogurt,4,85.85,343.4
2024-10-13,West,Classic Cinnamon,2,287.49,574.98
2025-09-13,South,Low-Fat Popcorn,7,189.26,1324.82
2025-03-01,Central,Light Dried Mango,4,394.02,1576.08
2025-04-12,East,Whole Grain Cinnamon,4,396.0,1584.0
2025-02-11,South,Imported Candy,3,81.89,245.67
2025-04-11,East,Classic Dried Mango,4,152.92,611.68
2025-03-17,West,Local Cheese,2,382.01,764.02
2025-03-16,East,Local Corn,6,360.8,2164.8
2024-11-08,South,Fresh Canned Tuna,4,220.24,880.96
2025-03-23,West,Healthy Honey,1,53.81,53.81
2025-06-05,Central,Roasted Granola Bar,4,149.12,596.48
2025-09-21,North,Premium Dried Mango,6,207.39,1244.34
2025-08-20,North,Natural Bread,7,253.15,1772.05
2025-09-27,West,Fresh Chips,6,187.24,1123.44
2025-08-23,West,Low-Fat Cashews,1,191.56,191.56
2025-09-16,East,Healthy Turmeric,10,416.78,4167.8
2025-09-14,South,Flavored Chocolate,6,350.7,2104.2
2025-01-31,South,Premium Juice,1,116.57,116.57
2024-11-07,North,Local Jam,7,252.75,1769.25
2025-04-20,North,Extra Virgin Noodles,7,499.16,3494.12
2025-02-07,East,Whole Grain Energy Drink,6,119.33,715.98
2025-07-05,East,Organic Frozen Pizza,2,216.92,433.84
2025-01-14,South,Premium Noodles,7,101.38,709.66
2025-01-05,South,Roasted Chocolate,3,58.52,175.56
2025-03-27,East,Gluten-Free Rice Cakes,10,461.14,4611.4
2025-06-01,Central,Fresh Tofu,8,349.64,2797.12
2025-06-28,Central,Low-Fat Granola Bar,6,411.86,2471.16
2024-12-23,South,Organic Bread,5,120.6,603.0
2025-03-01,South,Premium Bananas,10,240.82,2408.2
2025-08-05,South,Fresh Bread,1,184.67,184.67
2025-09-07,North,Local Crisps,9,83.06,747.54
2025-03-26,North,Imported Granola,10,408.39,4083.9
2025-04-04,East,Flavored Ice Cream,4,320.47,1281.88
2025-01-11,North,Local Cinnamon,8,431.04,3448.32
2025-01-18,West,Flavored Cinnamon,10,382.1,3821.0
2025-02-05,West,Organic Cooking Oil,6,488.49,2930.94
2025-08-24,Central,Low-Fat Popcorn,2,441.88,883.76
2025-02-25,Central,Local Cumin,10,216.79,2167.9
2025-10-05,West,Premium Oats,5,89.37,446.85
2025-02-09,West,Natural Raisins,8,274.42,2195.36
2025-07-07,South,Roasted Granola,3,365.57,1096.71
2025-01-17,Central,Natural Crackers,3,497.15,1491.45
2025-08-17,Central,Flavored Beef Jerky,4,458.09,1832.36
2025-08-15,South,Roasted Bread,3,86.48,259.44
2025-06-13,East,Local Popcorn,9,387.03,3483.27
2024-11-26,Central,Organic Jam,9,54.51,490.59
2025-10-02,South,Extra Virgin Apples,9,348.38,3135.42
2025-06-28,South,Extra Virgin Cooking Oil,9,450.7,4056.3
2024-11-15,West,Flavored Milk,1,317.03,317.03
2025-06-04,West,Light Cereal Bar,7,411.11,2877.77
2025-10-11,West,Extra Virgin Almonds,9,468.75,4218.75
2025-05-24,East,Natural Granola,4,201.53,806.12
2025-09-22,Central,Low-Fat Bananas,10,294.77,2947.7
2025-08-01,East,Light Raisins,9,138.51,1246.59
2024-11-01,East,Imported Granola Bar,9,471.71,4245.39
2024-11-14,East,Premium Beef Jerky,10,263.75,2637.5
2024-11-16,West,Classic Oats,1,243.22,243.22
2025-02-18,West,Light Cinnamon,9,254.46,2290.14
2025-06-28,Central,Healthy Cumin,4,291.09,1164.36
2025-10-14,South,Light Cooking Oil,7,188.97,1322.79
2025-05-16,East,Classic Turmeric,5,322.88,1614.4
2025-07-31,West,Healthy Soda,2,478.93,957.86
2025-09-25,Central,Natural Pepper,8,99.99,799.92
2025-08-17,South,Classic Beef Jerky,7,76.09,532.63
2025-07-31,East,Classic Pasta,9,129.25,1163.25
2025-08-02,Central,Natural Yogurt,4,473.86,1895.44
2025-05-28,South,Classic Cumin,5,78.42,392.1
2025-01-16,West,Imported Water,1,100.93,100.93
2025-07-18,North,Fresh Coffee,3,274.86,824.58
2025-08-11,South,Extra Virgin Water,7,166.97,1168.79
2025-08-01,East,Healthy Bananas,2,411.47,822.94
2024-10-12,Central,Classic Soda,1,178.28,178.28
2025-08-22,North,Whole Grain Cereal Bar,7,381.79,2672.53
2025-02-15,North,Healthy Juice,5,140.06,700.3
2025-02-27,South,Low-Fat Beef Jerky,7,324.39,2270.73
2025-01-31,North,Fresh Syrup,7,83.48,584.36
2025-06-02,South,Organic Pepper,10,438.72,4387.2
2024-12-27,South,Gluten-Free Syrup,8,481.93,3855.44
2024-10-14,West,Natural Syrup,4,365.76,1463.04
2025-10-14,West,Light Bread,4,436.26,1745.04
2025-06-19,North,Extra Virgin Cooking Oil,5,110.82,554.1
2025-04-04,West,Extra Virgin Crisps,10,222.89,2228.9
2024-12-07,East,Fresh Coffee,10,239.42,2394.2
2024-11-21,North,Imported Coconut Water,1,490.69,490.69
2025-04-09,South,Local Cumin,2,257.0,514.0
2025-06-20,West,Local Coconut Water,7,167.8,1174.6
2025-08-21,North,Organic Canned Tuna,3,93.97,281.91
2025-08-09,Central,Low-Fat Crisps,6,254.97,1529.82
2025-01-21,East,Healthy Canned Beans,1,83.21,83.21
2025-06-30,West,Roasted Lentils,7,124.17,869.19
2024-10-23,West,Local Eggs,5,99.59,497.95
2025-10-08,Central,Local Jam,7,421.84,2952.88
2025-04-11,East,Local Juice,9,250.55,2254.95
2025-09-26,Central,Natural Pasta,1,187.93,187.93
2025-04-17,North,Gluten-Free Apples,9,245.59,2210.31
2025-05-25,East,Organic Cereal,8,107.2,857.6
2025-07-15,Central,Healthy Rice,10,52.83,528.3
2025-07-31,South,Natural Energy Drink,10,385.16,3851.6
2025-09-10,South,Classic Butter,9,302.43,2721.87
2025-04-10,East,Imported Cooking Oil,8,131.62,1052.96
2025-04-14,Central,Classic Cheese,3,275.55,826.65
2025-03-02,North,Light Canned Tuna,1,151.63,151.63
2025-02-21,Central,Flavored Tofu,3,336.28,1008.84
2024-11-12,South,Classic Frozen Pizza,1,316.51,316.51
2025-07-13,West,Extra Virgin Rice Cakes,10,291.78,2917.8
2025-09-26,West,Fresh Soda,7,286.95,2008.65
2025-03-08,Central,Fresh Frozen Pizza,10,93.73,937.3
2024-10-17,West,Local Noodles,5,396.92,1984.6
2025-04-21,East,Organic Water,6,385.15,2310.9
2024-11-06,Central,Light Crackers,2,423.58,847.16
2025-09-04,West,Light Ice Cream,3,414.82,1244.46
2025-04-29,North,Flavored Cereal Bar,2,244.72,489.44
2025-01-20,South,Local Cooking Oil,1,405.12,405.12
2025-08-23,North,Classic Cinnamon,8,389.96,3119.68
2025-10-13,South,Roasted Canned Beans,5,72.07,360.35
2025-09-14,South,Extra Virgin Rice Cakes,1,302.08,302.08
2025-05-30,West,Low-Fat Ice Cream,3,309.68,929.04
2025-02-16,South,Whole Grain Soda,8,137.49,1099.92
2025-07-09,South,Local Coffee,5,316.94,1584.7
2025-01-07,South,Natural Granola,3,137.62,412.86
2024-11-21,North,Low-Fat Oats,4,54.88,219.52
2025-07-05,Central,Imported Dried Mango,10,494.04,4940.4
2025-02-12,South,Natural Tea,1,456.98,456.98
2025-08-06,North,Extra Virgin Oats,8,238.1,1904.8
2025-01-14,East,Gluten-Free Frozen Pizza,8,411.05,3288.4
2024-12-15,West,Classic Oats,3,444.32,1332.96
2025-05-19,North,Imported Canned Tuna,3,324.48,973.44
2024-11-06,West,Low-Fat Cereal Bar,1,248.61,248.61
2025-05-14,Central,Premium Oats,8,113.03,904.24
2024-10-19,West,Natural Bananas,2,78.75,157.5
2025-06-20,North,Local Cashews,3,307.69,923.07
2025-06-08,Central,Fresh Pasta,6,489.84,2939.04
2025-07-31,East,Low-Fat Frozen Pizza,10,146.93,1469.3
2025-07-05,South,Gluten-Free Soda,7,305.93,2141.51
2025-08-19,West,Premium Crisps,2,445.36,890.72
2025-01-08,West,Roasted Syrup,5,283.46,1417.3
2025-06-25,South,Light Bread,9,70.12,631.08
2025-08-21,West,Roasted Cereal,4,160.92,643.68
2024-12-26,Central,Local Lentils,10,306.78,3067.8
2025-08-02,Central,Gluten-Free Crackers,2,299.47,598.94
2024-10-24,Central,Fresh Pasta,8,216.29,1730.32
2025-08-25,Central,Classic Frozen Pizza,2,242.4,484.8
2025-01-08,East,Premium Butter,7,101.72,712.04
2025-09-30,North,Local Water,7,481.68,3371.76
2025-04-22,North,Low-Fat Granola,5,219.42,1097.1
2025-09-22,West,Light Bananas,8,99.72,797.76
2025-01-23,East,Local Jam,5,174.19,870.95
2025-03-03,Central,Local Granola Bar,4,354.87,1419.48
2025-10-07,East,Imported Granola,2,259.39,518.78
2025-06-24,East,Fresh Vanilla Extract,9,91.43,822.87
2025-01-07,North,Organic Coconut Water,9,89.03,801.27
2025-06-06,West,Healthy Tofu,4,163.01,652.04
2024-12-11,North,Imported Cheese,4,59.14,236.56
2025-07-25,East,Gluten-Free Beef Jerky,9,459.81,4138.29
2025-09-21,North,Low-Fat Frozen Pizza,2,333.4,666.8
2024-10-15,East,Imported Candy,2,348.36,696.72
2025-07-06,South,Imported Jam,8,133.9,1071.2
2025-07-18,East,Low-Fat Granola Bar,1,376.65,376.65
2025-04-30,Central,Imported Canned Beans,1,295.11,295.11
2025-08-09,North,Whole Grain Milk,7,191.47,1340.29
2025-04-19,East,Light Wheat Flour,1,493.19,493.19
2024-10-31,East,Light Cheese,9,119.87,1078.83
2025-01-18,Central,Classic Dates,1,175.4,175.4
2025-06-13,Central,Gluten-Free Water,1,277.49,277.49
2025-07-06,East,Extra Virgin Candy,2,54.88,109.76
2025-02-04,West,Flavored Cumin,2,389.51,779.02
2024-12-16,Central,Low-Fat Syrup,2,202.06,404.12
2025-06-25,South,Light Pepper,5,86.82,434.1
2025-04-26,South,Premium Honey,4,143.95,575.8
2025-07-13,West,Light Canned Tuna,1,429.49,429.49
2024-11-05,East,Imported Juice,6,341.8,2050.8
2025-03-27,East,Light Granola,9,370.94,3338.46
2025-06-28,West,Imported Cooking Oil,10,494.54,4945.4
2025-01-09,Central,Local Cheese,9,248.35,2235.15
2025-02-17,East,Premium Rice Cakes,3,485.81,1457.43
2025-08-17,West,Local Butter,9,298.85,2689.65
2025-09-12,Central,Low-Fat Bread,7,281.92,1973.44
